Param,CART,EBM,LR,GNB,LR_l2,DL
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
Age,19.96581688504434,18.329669681904768,21.454620659800185,35.038275340127726,20.438546127453094,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
trestbps,23.76609796914516,18.153280654020346,21.458543141755143,34.93917931077735,20.533003671585583,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
chol,20.14529667170135,23.414132050941525,25.244441762294173,36.52110003384996,26.746139087348613,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
fbs,22.09276463581183,17.999976710245146,20.829106166523964,34.996370458415825,19.5372555481834,0.0
restecg,25.57597832526422,21.390356872957213,24.362926594333597,35.074832533090664,23.045302783373195,0.0
restecg,25.57597832526422,21.390356872957213,24.362926594333597,35.074832533090664,23.045302783373195,0.0
restecg,25.57597832526422,21.390356872957213,24.362926594333597,35.074832533090664,23.045302783373195,0.0
restecg,25.57597832526422,21.390356872957213,24.362926594333597,35.074832533090664,23.045302783373195,0.0
restecg,25.57597832526422,21.390356872957213,24.362926594333597,35.074832533090664,23.045302783373195,0.0
