Param,CART,EBM,LR,GNB,LR_l2,DL
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att2,5.958804471574398,0.0,4.1998070690101,21.49231466878238,4.926092409470623,18.08596101283614
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att5,4.63205251890599,0.0,4.242910921727057,23.69142225231523,4.954509806830572,22.66362000140646
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att8,5.6740043889264475,0.0,2.988724056434387,30.187031046786995,4.419367767153729,7.065480009224653
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att11,4.256371458359326,0.0,2.1419102619525576,27.905524737585708,3.8289194979329233,9.479779606458445
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att13,5.125564092096833,0.0,2.8488246288342807,30.014937006891646,3.1481876273347815,6.826019198534826
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att16,4.884917055024371,0.0,4.0496111393647185,26.131030998087976,5.644639427527186,9.797900676460065
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att18,3.691473610549054,0.0,2.294753363247845,27.774534016539274,4.283613284603817,9.491344120935377
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att1,0.23090421370585656,0.0,0.02645970493405514,1.1590776226327746,0.10226253913960737,0.42266967744760564
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att3,0.23442737257702778,0.0,0.05451117587114185,1.7355822827832896,0.16322991429716238,0.8704479512682859
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att4,0.5898089073682441,0.0,0.19030986673674455,3.2736506122054916,0.42114670291090617,1.3386330758381937
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att6,0.30930453614652176,0.0,0.05902881715367991,1.0822024043768934,0.1463736726419208,0.38165666532246456
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att7,0.11498999762232986,0.0,0.056479027697738604,1.5344644096478826,0.15810541248050536,0.623846529560415
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att9,0.22683016706329318,0.0,0.10456842171312697,1.081098702165062,0.07134491374855645,0.5593998714558878
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att10,0.17978732668086417,0.0,0.031500244561857405,0.7159442188470093,0.12205780992900694,0.3285832096004192
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att12,0.13561886909392507,0.0,0.046614669984588186,1.1277704754466011,0.13821189608211393,0.5354174027586138
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att14,0.21294968458816987,0.0,0.07599648070392995,0.887897300449837,0.06364677911299266,0.5358420810977342
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att15,0.105228067140411,0.0,0.05593004987368433,0.8884015221100515,0.08457371909043554,0.4381204636499755
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
att17,0.18795952904915558,0.0,0.042734616778221435,1.338582051626136,0.14470217757389958,0.5715751850508409
