,0
0,0.0
1,47.11953333333334
2,38.69581826249757
3,43.158960154228694
4,36.023333333333326
5,43.367333333333335
6,50.20194364464537
7,55.85255715410563
8,107.96909594257562
9,54.08168148430008
10,242.29990563213963
