,0
0,0.0
1,1.1386588010324779
2,0.8977919314930896
3,0.571050707170448
4,0.03722163938997056
5,0.838530245335593
6,0.392622389091991
7,0.8917595826626541
8,0.8413564820960069
9,1.0417473603259582
10,1.7368504262270923
