,0
0,0.0
1,59.654799999999994
2,58.641952799359956
3,53.66054772743216
4,35.393333333333345
5,49.617333333333335
6,63.61852229445339
7,56.054448798133905
8,132.49337321227648
9,53.4170825739501
10,126.30965900834033
