,0
0,0.0
1,0.7797095603065752
2,0.6247630092779346
3,0.6634580475998387
4,0.10543565954013694
5,0.5420431625655506
6,0.62635639370714
7,0.490545582896329
8,0.9258924969745868
9,0.4894766034691407
10,0.7568676885841066
