,0
0,0.0
1,40.18076222222223
2,48.755563742170736
3,36.78137434279147
4,58.33788000419146
5,29.701249999999995
6,41.51768299854377
7,58.96111681738395
8,237.70864413963653
9,60.727278398028865
10,78.32125161862679
