,0
0,0.0
1,22.26253333333334
2,35.573499241272614
3,18.83814148046006
4,17.823333333333313
5,27.654333333333327
6,23.65761831298581
7,30.626574196135284
8,83.27814726401996
9,28.08558267999337
10,99.47497531017378
