,0
0,0.0
1,0.07488462385348121
2,0.2527258137781052
3,0.21301745953721313
4,0.06483430554784719
5,0.16230072725785438
6,0.5000359337420164
7,0.6582299012459052
8,0.8767874949653505
9,0.7525502238619495
10,1.299732069125952
