,0
0,0.0
1,19.775333333333336
2,20.9679114596049
3,19.470627782095804
4,35.169999999999646
5,23.40866666666671
6,32.16258502391424
7,24.168559260026313
8,20.554380190454054
9,27.83905709256407
10,134.8556607290035
