,0
0,0.0
1,23.753366666666672
2,50.1522116138755
3,37.53722880012645
4,15.140000000000018
5,24.26300000000001
6,38.9209418452535
7,77.30525408729028
8,186.92273631217606
9,75.1030012362233
10,39.12504860271619
