,0
0,0.0
1,0.59310413354531
2,0.548931126504656
3,0.4941465099553335
4,0.06644333409039305
5,0.4439515671133319
6,0.3722182792035734
7,0.4401009728215606
8,0.8830754599136951
9,0.3900072866984625
10,0.5585755923991216
