,0
0,0.0
1,31.23542778155538
2,39.658374230965734
3,45.204224623076584
4,97.60915462598301
5,20.139774803602606
6,21.56766876351616
7,39.775465533676545
8,122.25539665087788
9,49.74348704763661
10,34.29829413511761
