,0
0,0.0
1,1.2532278943852422
2,0.7345995909025282
3,0.7342983401557264
4,0.1065389132013789
5,0.964514391569088
6,0.5817048636136625
7,0.6509709577283682
8,1.8328816118291087
9,0.6522290894712609
10,3.277467989303736
