,0
0,0.0
1,1.3953967572722936
2,1.3399597043395326
3,1.1871499761564146
4,0.10020457796852644
5,1.012328564616118
6,1.2653621840724847
7,2.2242854077253225
8,3.1440913209346686
9,2.220966380543634
10,3.7381220791607075
