,0
0,0.0
1,0.501479837217906
2,0.4989542043232389
3,0.5012994820569738
4,0.1003712805877069
5,0.46168675017176664
6,0.50142632524708
7,0.49010160668040836
8,0.5699143808466782
9,0.3691070767929811
10,0.4298464668886419
