,0
0,0.0
1,1.3899945159752027
2,1.3339000953743445
3,1.1883960419647122
4,0.06991487839771085
5,1.0102892226990943
6,1.2844241773962803
7,2.2395777300906055
8,3.144477587029088
9,2.220781831187411
10,3.7587935145445885
