,0
0,0.0
1,36.306930232558145
2,35.377774975882026
3,32.55211084660977
4,10.08837209302326
5,24.027906976744195
6,30.694956864346715
7,39.959458847713556
8,47.47610912893412
9,42.49479700333258
10,133.9971806311754
